unique_registration_roll_number,student_id,certificate_serial_number,institute_type,institute_name,institute_website,accreditation_statement,credential_category,credential_title,issuance_date,convocation_date,year,marks_percent,marks_removed_flag,num_subjects,signed_hash_present,ocr_vs_meta_name_match,ocr_vs_meta_institute_match,ela_score,image_complexity_kb,label,tamper_type,image_file,meta_file,logo_file
ROLL5010670,STU617542,4CE1C0E4695F4529,IIT,IIT Gandhinagar,https://www.iitgandhinagar.edu.in,Institutes of National Importance (Act of Parliament),Degree,B.Tech Electronics,12-12-2018,12-12-2018,2013,79.11,0,10,1,80,81,10.25,711.45,genuine,,images/ROLL5010670.jpg,metadata/ROLL5010670.json,logos/IIT_Gandhinagar_logo.png
ROLL6587174,STU421323,DE5854B4FDB64656,IIIT,IIITDM Jabalpur,https://www.iiitdmjabalpur.edu.in,Recognized by Ministry of Education,Diploma,Diploma in Civil Engineering,05-05-2013,05-05-2013,2019,63.86,0,7,1,96,97,13.61,847.24,genuine,,images/ROLL6587174.jpg,metadata/ROLL6587174.json,logos/IIITDM_Jabalpur_logo.png
ROLL1644014,STU421415,643E2AD4507A488C,IIT,IIT Indore,https://www.iitindore.edu.in,Institutes of National Importance (Act of Parliament),ShortCourse,Summer School: Embedded Systems,26-04-2011,26-04-2011,2010,,1,,0,81,96,19.38,197.07,genuine,,images/ROLL1644014.jpg,metadata/ROLL1644014.json,logos/IIT_Indore_logo.png
ROLL5437837,STU501751,0C490C1D36BC47D3,PRIVATE,Manipal Institute of Technology,https://www.manipalinstituteoftechnology.edu.in,Accredited by ABET,Degree,M.Tech Computer Science,30-09-2010,29-09-2012,2022,70.26,0,8,1,97,94,16.47,530.78,genuine,,images/ROLL5437837.jpg,metadata/ROLL5437837.json,logos/Manipal_Institute_of_Technology_logo.png
ROLL1555513,STU127731,0D35D6C8B5444D1E,NIT,NIT Raipur,https://www.nitrr.ac.in/,Institutes of National Importance (Act of Parliament),Degree,MBA,06-03-2025,05-04-2025,2012,71.8,0,8,1,87,98,17.47,774.47,genuine,,images/ROLL1555513.jpg,metadata/ROLL1555513.json,logos/NIT_Raipur_logo.png
ROLL1543845,STU975130,965B55AA515E4B5E,IIT,IIT Bhilai,https://www.iitbhilai.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Diploma,Diploma in Civil Engineering,31-08-2023,30-09-2023,2019,75.02,0,12,1,83,86,2.34,314.1,genuine,,images/ROLL1543845.jpg,metadata/ROLL1543845.json,logos/IIT_Bhilai_logo.png
ROLL4631822,STU613779,EFBB08EEE21E4147,IIIT,IIIT Guwahati,https://www.iiitguwahati.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,M.Tech Computer Science,07-12-2024,05-06-2025,2010,60.34,0,12,1,83,86,3.14,367.83,genuine,,images/ROLL4631822.jpg,metadata/ROLL4631822.json,logos/IIIT_Guwahati_logo.png
ROLL6702947,STU296237,C74D99E6AAD34923,IIIT,IIIT Delhi,https://www.iiitdelhi.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Workshop: Data Science Bootcamp,28-12-2022,28-12-2023,2024,87.83,0,4,1,95,82,14.47,656.04,genuine,,images/ROLL6702947.jpg,metadata/ROLL6702947.json,logos/IIIT_Delhi_logo.png
ROLL3246326,STU500100,48341B8E2D8B4F9A,NIT,NIT Srinagar,https://www.nitsrinagar.edu.in,Recognized by Ministry of Education,ShortCourse,Summer School: Embedded Systems,11-05-2020,11-05-2020,2014,,1,,1,98,96,12.09,400.08,genuine,,images/ROLL3246326.jpg,metadata/ROLL3246326.json,logos/NIT_Srinagar_logo.png
ROLL7423344,STU338119,09D2E67DD5A045DF,NIT,NIT Durgapur,https://www.nitdurgapur.edu.in,Recognized by Ministry of Education,Degree,M.Tech Computer Science,19-12-2019,19-12-2019,2016,64.25,0,12,1,86,84,2.78,418.92,genuine,,images/ROLL7423344.jpg,metadata/ROLL7423344.json,logos/NIT_Durgapur_logo.png
ROLL8554000,STU687198,684DDD14F4FD4FB1,NIT,NIT Rourkela,https://www.nitrkl.ac.in/,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,B.Tech Computer Science,19-10-2013,19-10-2013,2015,,1,6,1,86,87,34.29265762,442.53,tampered,marks_removed,images/ROLL8554000.jpg,metadata/ROLL8554000.json,logos/NIT_Rourkela_logo.png
ROLL7274025,STU904576,DF13CD442D604480,PRIVATE,Amrita Vishwa Vidyapeetham,https://www.amritavishwavidyapeetham.edu.in,Accredited by AICTE,Diploma,Diploma in Civil Engineering,18-07-2017,18-07-2017,2021,58.35,0,6,1,82,95,15.83,709.41,genuine,,images/ROLL7274025.jpg,metadata/ROLL7274025.json,logos/Amrita_Vishwa_Vidyapeetham_logo.png
ROLL9374808,STU316014,76FBEB3F0DF4412D,NIT,NIT Patna,https://www.nitpatna.edu.in,Recognized by Ministry of Education,Certificate,Professional Certificate: Cloud Architect,20-08-2020,16-02-2021,2016,,1,,0,83,89,8.57,235.26,genuine,,images/ROLL9374808.jpg,metadata/ROLL9374808.json,logos/NIT_Patna_logo.png
ROLL6760722,STU591213,085E4DD4A09844FC,PRIVATE,BITS Pilani,https://www.bitspilani.edu.in,Accredited by NAAC A Grade,ShortCourse,Summer School: Embedded Systems,27-01-2010,27-01-2010,2019,78.16,0,6,1,91,96,8.13,740.45,genuine,,images/ROLL6760722.jpg,metadata/ROLL6760722.json,logos/BITS_Pilani_logo.png
ROLL8354316,STU715689,60D2BDEB54044F54,PRIVATE,Amrita Vishwa Vidyapeetham,https://www.amritavishwavidyapeetham.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,B.Tech Computer Science,08-01-2021,08-01-2021,2025,52.42,0,8,1,64,66,24.91478209,192.08,tampered,metadata_mismatch,images/ROLL8354316.jpg,metadata/ROLL8354316.json,logos/Amrita_Vishwa_Vidyapeetham_logo.png
ROLL8038768,STU643343,725EC09FC7A743A4,IIT,IIT Mandi,https://www.iitmandi.edu.in,Recognized by Ministry of Education,Diploma,PG Diploma in AI & ML,14-03-2016,13-04-2016,2025,85.86,0,12,1,96,98,9.29,147.19,genuine,,images/ROLL8038768.jpg,metadata/ROLL8038768.json,logos/IIT_Mandi_logo.png
ROLL1172682,STU331539,5A5FA67791D84F03,IIT,IIT Roorkee International,https://www.iitr.ac.in/,Institutes of National Importance (Act of Parliament),Diploma,Diploma in Civil Engineering,08-06-2024,08-06-2026,2010,75.05,0,12,1,95,42,16.26416173,893.19,tampered,inst_name_changed,images/ROLL1172682.jpg,metadata/ROLL1172682.json,logos/IIT_Roorkee_International_logo.png
ROLL7277800,STU132295,14FF4423D5B74BCE,NIT,NIT Rourkela,https://www.nitrkl.ac.in/,"Declared under Distinct Category by Ministry of Education, Government of India",Diploma,Diploma in Civil Engineering,19-03-2022,19-03-2022,2022,79.09,0,12,1,97,84,4.86,260.78,genuine,,images/ROLL7277800.jpg,metadata/ROLL7277800.json,logos/NIT_Rourkela_logo.png
ROLL7628828,STU260111,1592E68DCDE44749,PRIVATE,IIIT Bangalore (Private),https://www.iiitbangalore(private).edu.in,Recognized by Ministry of Education,Certificate,Online Course: Deep Learning Specialization,03-01-2011,03-01-2012,2020,88.81,0,6,0,94,94,5.74,868.58,genuine,,images/ROLL7628828.jpg,metadata/ROLL7628828.json,logos/IIIT_Bangalore_(Private)_logo.png
ROLL4587499,STU227197,9A5B7DFD46D04364,NIT,NIT Kurukshetra,https://www.nitkurukshetra.edu.in,Institutes of National Importance (Act of Parliament),Degree,B.Tech Computer Science,27-02-2025,27-02-2025,2013,81.59,0,11,1,83,81,7.61,131.21,genuine,,images/ROLL4587499.jpg,metadata/ROLL4587499.json,logos/NIT_Kurukshetra_logo.png
ROLL6253230,STU788200,D8E70394C1BB45CD,NIT,NIT Warangal,https://www.nitwarangal.edu.in,Recognized by Ministry of Education,Certificate,Professional Certificate: Cloud Architect,24-03-2023,23-03-2025,2025,77.83,0,6,0,82,91,3.48,280.79,genuine,,images/ROLL6253230.jpg,metadata/ROLL6253230.json,logos/NIT_Warangal_logo.png
ROLL1035199,STU317819,2B039B28FABF4B81,NIT,NIT Surathkal,https://www.nitsurathkal.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Online Course: Deep Learning Specialization,20-10-2014,20-10-2014,2015,100,0,5,1,88,89,22.99886734,992.8412118,tampered,marks_changed,images/ROLL1035199.jpg,metadata/ROLL1035199.json,logos/NIT_Surathkal_logo.png
ROLL1650552,STU808717,174BB983F51B423A,IIT,IIT Dhanbad,https://www.iitism.ac.in/,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,M.Tech Computer Science,30-01-2025,30-01-2025,2013,73.92,0,11,1,80,80,6.14,280.85,genuine,,images/ROLL1650552.jpg,metadata/ROLL1650552.json,logos/IIT_Dhanbad_logo.png
ROLL4056273,STU265490,9097B42111414403,IIT,IIT Tirupati,https://www.iittirupati.edu.in,Recognized by Ministry of Education,Degree,B.Tech Computer Science,13-10-2016,12-11-2016,2024,56.06,0,10,1,83,86,14.2,267.53,genuine,,images/ROLL4056273.jpg,metadata/ROLL4056273.json,logos/IIT_Tirupati_logo.png
ROLL5526135,STU841809,3476D4E15C4E4F8B,IIT,IIT Bhubaneswar,https://www.iitbhubaneswar.edu.in,Institutes of National Importance (Act of Parliament),Degree,MBA,25-06-2013,25-06-2014,2020,72.26,0,7,1,92,89,2.99,520.23,genuine,,images/ROLL5526135.jpg,metadata/ROLL5526135.json,logos/IIT_Bhubaneswar_logo.png
ROLL7264816,STU334788,DBD472497A7F4241,GFTI,BPUT,https://www.bput.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Professional Certificate: Cloud Architect,11-10-2011,10-11-2011,2023,,1,,0,81,97,9.98,367.42,genuine,,images/ROLL7264816.jpg,metadata/ROLL7264816.json,logos/BPUT_logo.png
ROLL7314849,STU734360,3D6180F679044769,GFTI,MNNIT  Allahabad,https://www.mnnit.ac.in/,Accredited by NAAC A Grade,Degree,B.Tech Computer Science,27-03-2012,26-04-2012,2013,69.05,0,6,1,80,84,13.21,682.7,genuine,,images/ROLL7314849.jpg,metadata/ROLL7314849.json,logos/MNNIT_Allahabad_logo.png
ROLL8978485,STU508715,CEFCE2E9A0FD4810,PRIVATE,BITS Pilani,https://www.bitspilani.edu.in,Recognized by Ministry of Education,Certificate,Professional Certificate: Cloud Architect,22-08-2020,22-08-2020,2022,,1,,1,85,95,16.31,745.24,genuine,,images/ROLL8978485.jpg,metadata/ROLL8978485.json,logos/BITS_Pilani_logo.png
ROLL6728192,STU132946,98C2BBB8A05B4951,NIT,NIT Kurukshetra,https://www.nitkurukshetra.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Professional Certificate: Cloud Architect,26-07-2016,26-07-2016,2010,88.38,0,3,0,83,91,7.75,211.33,genuine,,images/ROLL6728192.jpg,metadata/ROLL6728192.json,logos/NIT_Kurukshetra_logo.png
ROLL1815300,STU141262,C9DD4D4C2E6E4F40,IIT,IIT Roorkee,https://www.iitr.ac.in/,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Professional Certificate: Cloud Architect,17-08-2011,16-09-2011,2021,,1,,1,97,96,7.87,501.58,genuine,,images/ROLL1815300.jpg,metadata/ROLL1815300.json,logos/IIT_Roorkee_logo.png
ROLL4311069,STU870894,74D51CC227AC4877,IIT,IIT Ropar,https://www.iitropar.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Professional Certificate: Cloud Architect,19-08-2025,15-02-2026,2010,,1,,0,85,87,19.78,471.11,genuine,,images/ROLL4311069.jpg,metadata/ROLL4311069.json,logos/IIT_Ropar_logo.png
ROLL8771461,STU645325,D6FCF774736949FF,IIT,IIT Hyderabad,https://www.iith.ac.in/,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Workshop: Data Science Bootcamp,10-08-2020,09-09-2020,2025,,1,,1,80,83,12.73,624.58,genuine,,images/ROLL8771461.jpg,metadata/ROLL8771461.json,logos/IIT_Hyderabad_logo.png
ROLL2256293,STU228106,862EC6126E8844C8,IIT,IIT Ropar,https://www.iitropar.edu.in,Recognized by Ministry of Education,Diploma,PG Diploma in AI & ML,22-02-2010,22-02-2010,2024,67.04,0,6,1,94,86,9.17,766.28,genuine,,images/ROLL2256293.jpg,metadata/ROLL2256293.json,logos/IIT_Ropar_logo.png
ROLL9240069,STU412852,2084570AEFCE44CA,IIT,IIT Bhubaneswar,https://www.iitbhubaneswar.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Online Course: Deep Learning Specialization,10-01-2016,10-01-2016,2021,84.72,0,3,1,85,87,8.93,762.34,genuine,,images/ROLL9240069.jpg,metadata/ROLL9240069.json,logos/IIT_Bhubaneswar_logo.png
ROLL4989166,STU968093,AD5325CD2B424C46,IIT,IIT Ropar International,https://www.iitropar.edu.in,Recognized by Ministry of Education,Degree,B.Tech Computer Science,03-07-2024,03-07-2025,2023,72.13,0,7,1,93,50,29.15506541,500.34,tampered,inst_name_changed,images/ROLL4989166.jpg,metadata/ROLL4989166.json,logos/IIT_Ropar_International_logo.png
ROLL5190043,STU974325,D7EF16BFC276407C,IIT,IIT Kanpur,https://www.iitkanpur.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Professional Certificate: Cloud Architect,06-05-2013,05-06-2013,2024,74.94,0,6,1,82,85,15.24,331.95,genuine,,images/ROLL5190043.jpg,metadata/ROLL5190043.json,logos/IIT_Kanpur_logo.png
ROLL6774933,STU479709,A51F13E515FD4BAF,IIT,IIT Bhubaneswar,https://www.iitbhubaneswar.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Workshop: Data Science Bootcamp,03-04-2024,03-04-2024,2011,,1,,1,87,93,7.46,317.65,genuine,,images/ROLL6774933.jpg,metadata/ROLL6774933.json,logos/IIT_Bhubaneswar_logo.png
ROLL7637028,STU914466,4C1E7D50226B4F43,NIT,NIT Trichy,https://www.nittrichy.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Workshop: Data Science Bootcamp,25-09-2024,25-09-2024,2015,85.92,0,5,1,86,84,15.72,191.41,genuine,,images/ROLL7637028.jpg,metadata/ROLL7637028.json,logos/NIT_Trichy_logo.png
ROLL6018286,STU215501,15EF88359FFE4EAE,NIT,NIT Calicut,https://www.nitcalicut.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,M.Tech Computer Science,22-05-2024,22-05-2025,2012,71.46,0,7,1,94,97,5.37,875.58,genuine,,images/ROLL6018286.jpg,metadata/ROLL6018286.json,logos/NIT_Calicut_logo.png
ROLL1425461,STU187090,7B4031C4733C4E34,NIT,NIT Hamirpur,https://www.nithamirpur.edu.in,Institutes of National Importance (Act of Parliament),ShortCourse,Summer School: Embedded Systems,12-08-2021,12-08-2021,2024,,1,,1,84,92,6.01,610.75,genuine,,images/ROLL1425461.jpg,metadata/ROLL1425461.json,logos/NIT_Hamirpur_logo.png
ROLL6259124,STU185127,D11E16005CED4EA9,IIIT,IIITDM Jabalpur,https://www.iiitdmjabalpur.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Workshop: Data Science Bootcamp,01-02-2017,03-03-2017,2012,,1,,0,86,90,10.7,120.65,genuine,,images/ROLL6259124.jpg,metadata/ROLL6259124.json,logos/IIITDM_Jabalpur_logo.png
ROLL5728734,STU124325,52FC7EA49ED64D81,IIIT,IIIT Bangalore,https://www.iiitbangalore.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Online Course: Deep Learning Specialization,22-02-2015,24-03-2015,2021,77.95,0,2,1,95,94,6.23,587.94,genuine,,images/ROLL5728734.jpg,metadata/ROLL5728734.json,logos/IIIT_Bangalore_logo.png
ROLL2364751,STU164612,BB51D7B5A1634666,NIT,NIT Jamshedpur,https://www.nitjamshedpur.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Diploma,Diploma in Civil Engineering,17-12-2016,15-06-2017,2010,67.99,0,11,1,95,89,18.13,440.39,genuine,,images/ROLL2364751.jpg,metadata/ROLL2364751.json,logos/NIT_Jamshedpur_logo.png
ROLL7139251,STU229633,4DD6A38D100446D4,PRIVATE,IIIT Bangalore (Private),https://www.iiitbangalore(private).edu.in,Accredited by ABET,Degree,MBA,14-12-2020,14-12-2021,2025,63.57,0,7,1,89,98,8.55,450.35,genuine,,images/ROLL7139251.jpg,metadata/ROLL7139251.json,logos/IIIT_Bangalore_(Private)_logo.png
ROLL2101781,STU645630,EA3DA486FF20416B,GFTI,BCECE,https://www.bcece.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Diploma,PG Diploma in AI & ML,27-01-2020,27-01-2020,2018,63.77,0,12,0,84,85,3.22,405.31,genuine,,images/ROLL2101781.jpg,metadata/ROLL2101781.json,logos/BCECE_logo.png
ROLL3115814,STU708970,E116B0DB7AC348CF,IIT,IIT Gandhinagar,https://www.iitgandhinagar.edu.in,Recognized by Ministry of Education,Diploma,Diploma in Civil Engineering,19-07-2017,19-07-2017,2025,53.35,0,9,1,80,83,17.91,438.91,genuine,,images/ROLL3115814.jpg,metadata/ROLL3115814.json,logos/IIT_Gandhinagar_logo.png
ROLL9005754,STU944373,65EDA18625484A74,GFTI,MNNIT  Allahabad,https://www.mnnit.ac.in/,"Declared under Distinct Category by Ministry of Education, Government of India",Diploma,PG Diploma in AI & ML,05-03-2021,04-04-2021,2014,58.72,0,9,1,81,91,5.48,698.66,genuine,,images/ROLL9005754.jpg,metadata/ROLL9005754.json,logos/MNNIT_Allahabad_logo.png
ROLL8662820,STU422969,5792A83D53AD42DC,NIT,NIT Kurukshetra,https://www.nitkurukshetra.edu.in,Recognized by Ministry of Education,Degree,MBA,21-10-2020,21-10-2020,2023,69.15,0,7,1,88,85,19.71,772.27,genuine,,images/ROLL8662820.jpg,metadata/ROLL8662820.json,logos/NIT_Kurukshetra_logo.png
ROLL9691498,STU539652,E8F9873FECAD49F9,IIT,IIT Gandhinagar,https://www.iitgandhinagar.edu.in,Recognized by Ministry of Education,Certificate,Online Course: Deep Learning Specialization,21-11-2011,21-11-2011,2022,,1,,1,89,82,9.2,773.32,genuine,,images/ROLL9691498.jpg,metadata/ROLL9691498.json,logos/IIT_Gandhinagar_logo.png
ROLL5487952,STU715198,60FA831D61914191,IIT,IIT Palakkad,https://www.iitpalakkad.edu.in,Institutes of National Importance (Act of Parliament),Diploma,PG Diploma in AI & ML,20-10-2021,20-10-2022,2017,58.8,0,8,1,81,83,2.63,597.14,genuine,,images/ROLL5487952.jpg,metadata/ROLL5487952.json,logos/IIT_Palakkad_logo.png
ROLL9821114,STU879593,F5E1B494B4554EEE,PRIVATE,Kalinga Institute of Industrial Technology,https://www.kalingainstituteofindustrialtechnology.edu.in,Accredited by NAAC A Grade,Certificate,Professional Certificate: Cloud Architect,03-07-2020,30-12-2020,2022,86.79,0,5,1,93,93,11.23,747.57,genuine,,images/ROLL9821114.jpg,metadata/ROLL9821114.json,logos/Kalinga_Institute_of_Industrial_Technology_logo.png
ROLL1101259,STU600244,6786B2B38487424A,IIT,IIT Madras,https://www.iitmadras.edu.in,Recognized by Ministry of Education,Certificate,Online Course: Deep Learning Specialization,18-11-2022,18-11-2022,2025,77.06,0,3,1,87,92,6.28,776.62,genuine,,images/ROLL1101259.jpg,metadata/ROLL1101259.json,logos/IIT_Madras_logo.png
ROLL6812978,STU909260,9EE0884904584CB4,IIT,IIT Madras,https://www.iitmadras.edu.in,Institutes of National Importance (Act of Parliament),Diploma,PG Diploma in AI & ML,28-12-2025,28-12-2026,2018,77.64,0,8,0,94,97,15.25,828.55,genuine,,images/ROLL6812978.jpg,metadata/ROLL6812978.json,logos/IIT_Madras_logo.png
ROLL8067020,STU845043,A6430C7B8D0A40D7,IIIT,IIIT Hyderabad,https://www.iiithyderabad.edu.in,Recognized by Ministry of Education,Certificate,Professional Certificate: Cloud Architect,13-10-2012,13-10-2013,2020,77.85,0,1,0,89,97,17.02,510.68,genuine,,images/ROLL8067020.jpg,metadata/ROLL8067020.json,logos/IIIT_Hyderabad_logo.png
ROLL2727744,STU895587,C78A9C3231504D28,PRIVATE,Amrita Vishwa Vidyapeetham,https://www.amritavishwavidyapeetham.edu.in,Institutes of National Importance (Act of Parliament),Degree,MBA,02-07-2012,02-07-2013,2022,49.9,0,9,1,80,85,14.02,534.51,genuine,,images/ROLL2727744.jpg,metadata/ROLL2727744.json,logos/Amrita_Vishwa_Vidyapeetham_logo.png
ROLL4345298,STU195070,887816AE04684A25,NIT,NIT Raipur,https://www.nitrr.ac.in/,Institutes of National Importance (Act of Parliament),Degree,M.Tech Computer Science,02-06-2020,02-06-2021,2012,68.97,0,10,0,93,84,9.42,213.95,genuine,,images/ROLL4345298.jpg,metadata/ROLL4345298.json,logos/NIT_Raipur_logo.png
ROLL6696225,STU747962,02B80237E16A4998,IIT,IIT Palakkad,https://www.iitpalakkad.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",ShortCourse,Summer School: Embedded Systems,18-04-2022,18-04-2022,2014,79.74,0,1,0,95,98,18.63,104.8,genuine,,images/ROLL6696225.jpg,metadata/ROLL6696225.json,logos/IIT_Palakkad_logo.png
ROLL5728520,STU816831,87E8ECE9FB8647CC,IIT,IIT Bombay,https://www.iitbombay.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Workshop: Data Science Bootcamp,28-05-2020,28-05-2020,2012,,1,,0,89,97,2.2,278.45,genuine,,images/ROLL5728520.jpg,metadata/ROLL5728520.json,logos/IIT_Bombay_logo.png
ROLL6308799,STU342902,90A8BBF910ED4298,IIT,IIT Dhanbad International,https://www.iitism.ac.in/,Institutes of National Importance (Act of Parliament),ShortCourse,Summer School: Embedded Systems,06-10-2010,04-04-2011,2012,,1,,0,95,45,36.47115225,205.42,tampered,inst_name_changed,images/ROLL6308799.jpg,metadata/ROLL6308799.json,logos/IIT_Dhanbad_International_logo.png
ROLL8555934,STU588512,E474A57B87BC4BEA,IIT,IIT Tirupati,https://www.iittirupati.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Workshop: Data Science Bootcamp,30-06-2013,30-07-2013,2010,85.99,0,1,0,97,92,12.52,217.59,genuine,,images/ROLL8555934.jpg,metadata/ROLL8555934.json,logos/IIT_Tirupati_logo.png
ROLL4362707,STU684496,5B9CB9158F6541DD,GFTI,CET Bhubaneswar,https://www.cetbhubaneswar.edu.in,Accredited by AICTE,Certificate,Online Course: Deep Learning Specialization,18-03-2018,14-09-2018,2023,,1,,1,92,95,7.99,856.83,genuine,,images/ROLL4362707.jpg,metadata/ROLL4362707.json,logos/CET_Bhubaneswar_logo.png
ROLL3566108,STU341272,36F86311AB4B437F,IIT,IIT Dhanbad,https://www.iitism.ac.in/,Recognized by Ministry of Education,Degree,MBA,14-05-2021,14-05-2021,2019,84.07,0,6,1,89,94,2.62,187.62,genuine,,images/ROLL3566108.jpg,metadata/ROLL3566108.json,logos/IIT_Dhanbad_logo.png
ROLL2302985,STU660524,523FD6278C794133,GFTI,MNNIT  Allahabad,https://www.mnnit.ac.in/,Accredited by AICTE,Degree,MBA,02-08-2011,29-01-2012,2011,54.33,0,9,1,90,91,16.9,301.37,genuine,,images/ROLL2302985.jpg,metadata/ROLL2302985.json,logos/MNNIT_Allahabad_logo.png
ROLL7797672,STU104908,A9407BACCE2E47DA,GFTI,MNNIT  Allahabad,https://www.mnnit.ac.in/,Accredited by NAAC A Grade,Certificate,Online Course: Deep Learning Specialization,26-02-2011,26-02-2012,2020,92.29,0,5,0,95,86,8.64,108.45,genuine,,images/ROLL7797672.jpg,metadata/ROLL7797672.json,logos/MNNIT_Allahabad_logo.png
ROLL6192396,STU867347,18B90035AE9C4A2C,PRIVATE,Manipal Institute of Technology,https://www.manipalinstituteoftechnology.edu.in,Accredited by NAAC A Grade,Certificate,Online Course: Deep Learning Specialization,14-05-2017,10-11-2017,2016,72.71,0,3,0,82,88,8.59,370.58,genuine,,images/ROLL6192396.jpg,metadata/ROLL6192396.json,logos/Manipal_Institute_of_Technology_logo.png
ROLL8918288,STU736743,BE1F32CD264C45B4,IIT,IIT Bombay,https://www.iitbombay.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Diploma,PG Diploma in AI & ML,12-04-2015,09-10-2015,2012,64.57,0,12,0,98,81,19.97,742.76,genuine,,images/ROLL8918288.jpg,metadata/ROLL8918288.json,logos/IIT_Bombay_logo.png
ROLL2529097,STU180941,80CED8CB9F384D2F,IIT,IIT BHU Varanasi,https://www.iitbhuvaranasi.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,MBA,13-08-2013,12-09-2013,2022,66.44,0,6,1,86,94,14.37,695.23,genuine,,images/ROLL2529097.jpg,metadata/ROLL2529097.json,logos/IIT_BHU_Varanasi_logo.png
ROLL1293929,STU571656,844187A8D00F4E73,IIT,IIT Palakkad,https://www.iitpalakkad.edu.in,Institutes of National Importance (Act of Parliament),Degree,MBA,29-01-2022,28-07-2022,2017,75.46,0,10,1,91,83,12.99,361.5,genuine,,images/ROLL1293929.jpg,metadata/ROLL1293929.json,logos/IIT_Palakkad_logo.png
ROLL3027102,STU390372,2FE6C057B3684F8B,IIT,IIT Madras,https://www.iitmadras.edu.in,Recognized by Ministry of Education,Certificate,Workshop: Data Science Bootcamp,19-01-2012,17-07-2012,2016,74.66,0,6,0,82,96,12,329.02,genuine,,images/ROLL3027102.jpg,metadata/ROLL3027102.json,logos/IIT_Madras_logo.png
ROLL7625793,STU309991,1CA1117841A94D81,IIIT,IIIT Allahabad,https://www.iiitallahabad.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,MBA,20-12-2013,20-12-2013,2015,63.91,0,11,1,96,90,13.09,466.88,genuine,,images/ROLL7625793.jpg,metadata/ROLL7625793.json,logos/IIIT_Allahabad_logo.png
ROLL8255847,STU944075,AFB84AC8A9A24424,IIT,IIT Patna,https://www.iitpatna.edu.in,Institutes of National Importance (Act of Parliament),Degree,B.Tech Electronics,09-06-2012,09-06-2014,2014,77.65,0,9,1,94,83,19.64,623.85,genuine,,images/ROLL8255847.jpg,metadata/ROLL8255847.json,logos/IIT_Patna_logo.png
ROLL1501373,STU851216,F853240EF60945A6,IIT,IIT Roorkee,https://www.iitr.ac.in/,Institutes of National Importance (Act of Parliament),Degree,B.Tech Electronics,17-12-2018,15-06-2019,2022,61.26,0,11,1,98,91,4.14,469.88,genuine,,images/ROLL1501373.jpg,metadata/ROLL1501373.json,logos/IIT_Roorkee_logo.png
ROLL2577577,STU513270,AD565918B9394370,IIT,IIT Madras,https://www.iitmadras.edu.in,Recognized by Ministry of Education,ShortCourse,Summer School: Embedded Systems,27-08-2014,26-08-2016,2011,90.56,0,2,0,94,83,16.08,807.69,genuine,,images/ROLL2577577.jpg,metadata/ROLL2577577.json,logos/IIT_Madras_logo.png
ROLL6349861,STU429072,A9A068B332E84A1C,PRIVATE,Amrita Vishwa Vidyapeetham,https://www.amritavishwavidyapeetham.edu.in,Accredited by ABET,Certificate,Online Course: Deep Learning Specialization,25-09-2025,25-09-2025,2018,,1,,1,97,85,12.76,242.62,genuine,,images/ROLL6349861.jpg,metadata/ROLL6349861.json,logos/Amrita_Vishwa_Vidyapeetham_logo.png
ROLL7914841,STU458339,113FE434D9454F37,NIT,NIT Manipur,https://www.nitmanipur.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Workshop: Data Science Bootcamp,23-03-2024,23-03-2024,2010,,1,,1,80,94,18.03,178.13,genuine,,images/ROLL7914841.jpg,metadata/ROLL7914841.json,logos/NIT_Manipur_logo.png
